item_id,order_id,product_id,quantity,unit_price,line_total
662,269,69,4,97.0,388.0
663,269,32,4,190.38,761.52
664,269,186,4,734.26,2937.04
665,270,57,2,382.38,764.76
666,270,101,3,799.06,2397.18
667,270,64,1,627.86,627.86
668,270,147,3,861.73,2585.19
669,271,65,5,786.87,3934.35
670,271,199,4,760.13,3040.52
671,271,157,1,400.72,400.72
672,272,115,5,943.25,4716.25
673,272,150,4,985.55,3942.2
674,273,48,5,899.39,4496.95
675,274,113,1,329.25,329.25
676,274,42,1,640.51,640.51
677,275,64,5,627.86,3139.3
678,275,120,5,170.51,852.55
679,275,128,1,334.33,334.33
680,276,126,3,71.84,215.52
681,276,36,5,19.01,95.05
682,277,34,2,526.69,1053.38
683,277,8,1,144.08,144.08
684,278,94,4,20.58,82.32
685,278,187,1,526.23,526.23
686,279,45,1,527.87,527.87
687,279,12,3,967.23,2901.69
688,280,156,4,732.27,2929.08
689,280,133,5,613.25,3066.25
690,280,130,5,594.24,2971.2
691,280,113,3,329.25,987.75
692,281,178,3,18.72,56.16
693,281,171,5,963.42,4817.1
694,282,48,2,899.39,1798.78
695,282,164,5,217.35,1086.75
696,282,101,1,799.06,799.06
697,283,52,1,290.65,290.65
698,284,78,2,333.21,666.42
699,284,100,1,434.68,434.68
700,284,147,5,861.73,4308.65
701,285,29,4,324.56,1298.24
702,285,18,3,462.36,1387.08
703,285,42,2,640.51,1281.02
704,286,6,2,756.18,1512.36
705,287,200,5,983.19,4915.95
706,287,192,3,228.39,685.17
707,288,24,3,748.59,2245.77
708,289,123,3,154.99,464.97
709,289,168,5,73.07,365.35
710,290,15,5,23.84,119.2
711,290,51,1,701.88,701.88
712,291,121,1,965.88,965.88
713,291,54,5,84.85,424.25
714,291,128,1,334.33,334.33
715,291,156,1,732.27,732.27
716,292,102,1,740.95,740.95
717,292,163,2,727.35,1454.7
718,293,30,2,537.47,1074.94
719,293,41,1,163.92,163.92
720,294,105,4,864.39,3457.56
721,294,193,2,573.67,1147.34
722,294,14,1,152.04,152.04
723,294,156,1,732.27,732.27
724,295,29,4,324.56,1298.24
725,296,27,2,682.78,1365.56
726,296,47,1,855.21,855.21
727,296,31,5,882.82,4414.1
728,296,185,1,519.63,519.63
729,297,35,3,809.76,2429.28
730,297,170,5,91.25,456.25
731,297,195,4,330.66,1322.64
732,297,64,2,627.86,1255.72
733,298,10,3,477.51,1432.53
734,298,147,2,861.73,1723.46
735,299,98,3,343.89,1031.67
736,299,54,5,84.85,424.25
737,299,4,2,506.73,1013.46
738,299,117,3,790.12,2370.36
739,300,39,3,264.48,793.44
740,301,26,1,229.54,229.54
741,301,73,1,697.14,697.14
742,302,161,5,882.73,4413.65
743,302,36,3,19.01,57.03
744,302,3,5,403.57,2017.85
745,302,171,3,963.42,2890.26
746,303,39,5,264.48,1322.4
747,303,74,4,383.75,1535.0
748,304,5,5,133.02,665.1
749,304,50,3,258.18,774.54
750,305,185,4,519.63,2078.52
751,305,17,1,521.08,521.08
752,305,55,5,123.04,615.2
753,306,33,5,570.12,2850.6
754,306,128,1,334.33,334.33
755,306,199,1,760.13,760.13
756,307,117,1,790.12,790.12
757,307,37,3,612.89,1838.67
758,308,109,3,595.83,1787.49
759,308,141,3,796.89,2390.67
760,309,100,3,434.68,1304.04
761,309,196,2,740.87,1481.74
762,309,55,1,123.04,123.04
763,310,20,2,772.31,1544.62
764,310,7,2,141.35,282.7
765,310,124,1,832.15,832.15
766,311,32,3,190.38,571.14
767,311,158,2,341.06,682.12
768,311,123,2,154.99,309.98
769,311,143,4,574.84,2299.36
770,312,16,2,776.09,1552.18
771,312,154,5,635.45,3177.25
772,312,16,4,776.09,3104.36
773,313,111,4,303.93,1215.72
774,314,106,2,905.67,1811.34
775,315,33,3,570.12,1710.36
776,315,136,1,391.52,391.52
777,316,82,3,945.45,2836.35
778,316,41,1,163.92,163.92
779,316,57,3,382.38,1147.14
780,317,64,1,627.86,627.86
781,318,5,5,133.02,665.1
782,319,104,4,556.96,2227.84
783,319,145,4,301.22,1204.88
784,319,95,4,929.22,3716.88
785,320,160,1,444.08,444.08
786,320,95,4,929.22,3716.88
787,320,152,3,253.43,760.29
788,321,73,4,697.14,2788.56
789,321,45,2,527.87,1055.74
790,321,65,4,786.87,3147.48
791,322,36,3,19.01,57.03
792,323,112,1,968.87,968.87
793,323,29,1,324.56,324.56
794,323,143,1,574.84,574.84
795,323,197,1,733.79,733.79
796,324,10,2,477.51,955.02
797,325,189,4,774.45,3097.8
798,326,26,4,229.54,918.16
799,326,103,3,363.11,1089.33
800,327,126,2,71.84,143.68
801,328,133,1,613.25,613.25
802,328,140,1,686.27,686.27
803,328,133,1,613.25,613.25
804,328,187,3,526.23,1578.69
805,329,28,2,654.62,1309.24
806,329,152,1,253.43,253.43
807,329,185,1,519.63,519.63
808,329,88,1,959.49,959.49
809,330,22,2,382.79,765.58
810,330,131,1,579.46,579.46
811,330,105,4,864.39,3457.56
812,330,27,2,682.78,1365.56
813,331,119,2,595.84,1191.68
814,332,21,1,562.68,562.68
815,332,74,3,383.75,1151.25
816,332,136,3,391.52,1174.56
817,333,77,2,264.47,528.94
818,333,103,2,363.11,726.22
819,333,30,2,537.47,1074.94
820,333,7,1,141.35,141.35
821,334,47,3,855.21,2565.63
822,334,137,5,694.96,3474.8
823,334,174,3,749.1,2247.3
824,334,115,4,943.25,3773.0
825,335,153,3,492.01,1476.03
826,335,128,1,334.33,334.33
827,335,53,1,377.58,377.58
828,335,144,1,761.2,761.2
829,336,51,2,701.88,1403.76
830,336,156,4,732.27,2929.08
831,336,41,4,163.92,655.68
832,337,112,4,968.87,3875.48
833,337,112,2,968.87,1937.74
834,337,21,3,562.68,1688.04
835,338,135,2,316.62,633.24
836,339,180,4,642.33,2569.32
837,339,5,1,133.02,133.02
838,340,69,4,97.0,388.0
839,341,109,1,595.83,595.83
840,341,80,3,172.39,517.17
841,341,161,5,882.73,4413.65
842,341,7,1,141.35,141.35
