log_id,user_id,resource,action,ip_address,timestamp,status,device_type
27,123,finance-db,Read,174.7.31.241,2024-11-24 23:53:00,Success,Desktop
28,94,/dashboard,Login,223.35.8.161,2024-06-19 15:51:00,Success,Server
29,191,/api/data,Write,50.170.65.2,2024-05-07 05:16:00,Success,Server
30,161,/dashboard,Export,155.239.149.166,2024-06-17 14:05:00,Success,Mobile
31,194,hr-db,Export,106.85.108.108,2024-10-17 19:05:00,Success,Server
32,141,/hr/payroll,Read,67.255.33.201,2024-01-30 08:26:00,Success,Mobile
33,28,email-server,Login,146.206.122.42,2024-04-20 05:31:00,Success,Mobile
34,126,/finance/reports,Login,68.176.187.204,2024-10-05 10:24:00,Success,Server
35,4,hr-db,Delete,166.195.127.181,2024-01-26 13:43:00,Success,Server
36,112,/finance/reports,Logout,216.95.240.214,2024-02-19 05:07:00,Success,Server
37,143,/settings,Write,46.91.48.234,2024-05-10 13:40:00,Success,Server
38,61,finance-db,Login,13.144.52.189,2025-01-14 12:05:00,Success,Desktop
39,73,hr-db,Export,85.160.207.25,2024-02-29 02:36:00,Success,Desktop
40,53,/audit-logs,Logout,143.60.121.6,2024-01-20 18:02:00,Failure,Server
41,89,/settings,Export,126.216.91.6,2024-03-13 04:35:00,Success,Desktop
42,2,/audit-logs,Read,41.102.49.85,2024-07-16 07:19:00,Failure,Desktop
43,142,hr-db,Delete,95.178.30.148,2024-07-02 10:37:00,Success,Mobile
44,23,hr-db,Export,48.116.169.186,2025-01-22 17:43:00,Success,Desktop
45,69,/audit-logs,Login,46.243.163.243,2024-12-20 17:35:00,Success,Desktop
46,17,/hr/payroll,Login,91.184.208.32,2024-04-13 23:40:00,Success,Server
47,45,email-server,Logout,184.166.152.211,2025-01-07 13:52:00,Failure,Server
48,98,finance-db,Write,148.32.84.148,2024-08-29 20:23:00,Success,Mobile
49,91,/dashboard,Logout,66.40.173.78,2024-01-17 18:59:00,Failure,Server
50,40,/hr/payroll,Write,185.55.60.85,2024-11-29 10:00:00,Success,Mobile
51,74,hr-db,Read,77.164.251.167,2025-01-16 12:28:00,Success,Server
52,107,/hr/payroll,Export,19.85.209.68,2024-11-05 19:56:00,Success,Server
53,183,finance-db,Delete,206.83.38.122,2024-06-04 19:42:00,Success,Mobile
54,134,/dashboard,Delete,143.126.143.4,2024-02-02 08:18:00,Success,Server
55,98,/admin/users,Read,128.194.171.201,2024-04-02 11:53:00,Success,Server
56,173,/dashboard,Delete,200.46.154.245,2024-10-16 23:32:00,Failure,Mobile
57,4,/api/data,Login,155.104.53.104,2024-09-22 06:32:00,Success,Mobile
58,69,/audit-logs,Export,148.143.7.27,2024-01-31 00:38:00,Success,Mobile
59,187,/dashboard,Logout,28.6.17.198,2024-03-24 02:35:00,Success,Desktop
60,178,/hr/payroll,Logout,78.142.19.233,2024-12-10 00:30:00,Success,Server
61,119,/dashboard,Export,197.24.223.87,2024-06-28 06:17:00,Success,Server
62,2,/finance/reports,Login,84.167.74.117,2024-12-08 14:41:00,Success,Server
63,13,/hr/payroll,Export,145.207.212.236,2024-11-25 11:57:00,Success,Server
64,169,finance-db,Delete,159.66.211.106,2024-08-22 20:10:00,Success,Desktop
65,78,hr-db,Write,63.228.76.112,2024-08-15 09:26:00,Success,Server
66,64,/hr/payroll,Read,116.71.137.16,2024-02-25 12:19:00,Success,Server
67,131,email-server,Read,151.192.107.164,2024-04-04 15:41:00,Failure,Desktop
68,180,/settings,Delete,197.224.12.119,2024-08-26 23:10:00,Success,Server
69,129,finance-db,Delete,119.165.33.229,2024-08-21 18:57:00,Success,Mobile
70,112,hr-db,Read,91.76.241.151,2024-06-12 04:16:00,Success,Mobile
71,58,/admin/users,Logout,13.195.150.108,2024-05-25 13:35:00,Success,Server
72,116,/api/data,Login,109.206.20.27,2024-05-09 01:58:00,Success,Desktop
73,160,finance-db,Logout,172.156.173.179,2024-07-11 11:52:00,Success,Mobile
74,52,email-server,Logout,158.244.187.109,2024-11-05 05:26:00,Success,Mobile
75,99,/finance/reports,Export,165.29.199.14,2024-03-11 16:49:00,Success,Mobile
76,29,/dashboard,Logout,64.67.32.61,2024-07-07 07:41:00,Success,Desktop
77,44,/settings,Write,163.109.162.236,2024-11-04 00:45:00,Success,Mobile
78,123,finance-db,Write,18.164.182.37,2024-09-29 15:12:00,Failure,Server
79,70,/dashboard,Write,211.178.203.27,2024-05-03 08:11:00,Success,Mobile
80,59,finance-db,Write,14.93.129.6,2024-06-07 13:09:00,Failure,Mobile
81,105,finance-db,Logout,3.202.110.224,2024-09-07 07:21:00,Success,Server
82,98,finance-db,Read,120.36.142.74,2024-03-20 16:36:00,Success,Desktop
83,21,email-server,Export,187.120.147.231,2024-07-24 18:51:00,Success,Mobile
84,110,email-server,Export,104.87.6.44,2024-03-04 10:26:00,Success,Desktop
85,5,email-server,Export,54.172.253.96,2024-07-05 18:08:00,Success,Mobile
86,160,email-server,Write,86.104.12.129,2024-11-27 12:24:00,Success,Desktop
87,199,/admin/users,Login,20.230.178.39,2024-03-28 14:13:00,Success,Desktop
88,62,email-server,Logout,12.69.58.72,2025-01-26 13:48:00,Success,Desktop
89,35,finance-db,Read,20.231.253.102,2024-10-14 10:30:00,Success,Desktop
90,96,/hr/payroll,Logout,35.45.23.238,2024-05-15 20:03:00,Success,Server
91,22,/finance/reports,Delete,45.38.190.115,2024-11-09 01:25:00,Success,Mobile
92,160,email-server,Write,181.128.75.242,2025-01-14 18:18:00,Success,Mobile
93,169,email-server,Read,59.67.236.153,2024-10-31 05:42:00,Success,Desktop
94,90,/admin/users,Logout,204.194.64.85,2024-02-22 17:48:00,Success,Desktop
95,97,/audit-logs,Export,86.42.66.121,2024-12-08 05:06:00,Success,Desktop
96,177,hr-db,Export,209.32.162.116,2025-01-23 15:45:00,Success,Mobile
97,22,/admin/users,Delete,166.25.132.3,2024-07-22 12:53:00,Success,Mobile
98,115,/audit-logs,Logout,111.206.183.66,2024-10-09 22:47:00,Success,Server
99,51,/audit-logs,Logout,8.106.53.87,2024-08-25 17:06:00,Success,Server
100,149,finance-db,Export,8.220.224.219,2024-03-30 15:48:00,Success,Server
101,1,/api/data,Login,44.227.122.225,2024-11-20 00:19:00,Success,Desktop
102,151,email-server,Delete,71.218.241.23,2024-12-11 19:06:00,Failure,Server
103,107,email-server,Login,105.226.77.199,2024-07-17 02:15:00,Success,Desktop
104,27,/settings,Export,26.161.175.198,2024-03-03 03:01:00,Success,Desktop
105,90,finance-db,Logout,137.129.90.69,2024-09-09 16:16:00,Success,Desktop
106,37,email-server,Export,181.32.71.231,2024-12-26 02:00:00,Success,Server
107,180,/api/data,Export,101.41.161.145,2024-09-13 22:34:00,Success,Server
108,174,/settings,Write,99.31.19.204,2024-12-10 14:34:00,Success,Server
109,189,/dashboard,Login,20.98.84.208,2024-06-26 12:30:00,Success,Server
110,185,/settings,Login,45.181.72.60,2024-09-16 13:35:00,Success,Mobile
111,33,finance-db,Export,13.129.41.208,2025-01-09 18:36:00,Success,Desktop
112,193,/api/data,Logout,207.110.108.249,2024-06-05 12:55:00,Success,Server
113,120,/settings,Delete,75.48.245.52,2024-02-19 15:30:00,Success,Server
114,166,/hr/payroll,Login,135.110.160.191,2024-04-15 15:34:00,Success,Desktop
115,32,/settings,Delete,202.133.188.191,2024-12-16 09:28:00,Success,Desktop
116,118,/audit-logs,Delete,81.223.136.208,2024-04-12 16:33:00,Success,Mobile
117,137,email-server,Delete,167.242.233.219,2024-07-30 07:35:00,Success,Mobile
118,153,/settings,Write,159.166.239.246,2024-02-16 20:26:00,Success,Mobile
119,18,/api/data,Login,97.156.198.79,2024-03-24 15:40:00,Success,Desktop
120,21,finance-db,Logout,63.123.64.211,2024-10-01 02:22:00,Success,Desktop
121,72,/api/data,Write,119.215.88.151,2024-11-23 03:47:00,Failure,Server
122,27,finance-db,Export,213.193.185.204,2024-03-01 21:24:00,Success,Server
123,74,finance-db,Login,211.61.73.218,2024-12-13 05:51:00,Success,Server
124,133,/audit-logs,Login,147.207.38.183,2024-04-09 00:32:00,Failure,Server
125,133,/finance/reports,Export,176.97.51.153,2024-09-11 19:52:00,Success,Desktop
126,180,finance-db,Delete,139.217.67.190,2024-12-06 16:28:00,Success,Mobile
127,136,/api/data,Read,79.66.237.50,2024-04-30 01:54:00,Success,Mobile
128,121,/dashboard,Login,216.89.83.91,2024-07-21 15:07:00,Success,Server
129,135,/settings,Delete,93.36.91.248,2024-02-22 06:45:00,Failure,Server
130,152,email-server,Delete,82.102.53.203,2024-07-18 16:34:00,Success,Server
131,156,email-server,Logout,67.57.252.218,2024-05-20 06:52:00,Success,Mobile
132,178,/api/data,Write,192.234.38.14,2025-01-14 14:58:00,Success,Desktop
133,188,finance-db,Write,198.162.205.17,2024-05-03 14:06:00,Success,Server
134,177,/settings,Export,149.30.215.64,2024-10-15 14:12:00,Success,Mobile
135,190,hr-db,Login,112.8.243.252,2024-04-09 20:58:00,Success,Server
136,86,/hr/payroll,Read,219.167.0.172,2024-09-11 02:36:00,Success,Desktop
137,90,/api/data,Login,63.119.244.51,2025-01-16 14:28:00,Success,Desktop
138,132,email-server,Login,23.40.219.101,2024-07-12 21:12:00,Success,Server
139,125,/settings,Read,43.168.25.99,2024-09-19 07:36:00,Success,Server
140,193,email-server,Read,30.187.10.172,2024-03-01 06:23:00,Success,Server
141,34,/api/data,Export,157.11.147.100,2024-05-13 13:40:00,Success,Server
142,145,email-server,Delete,105.151.188.122,2024-04-25 14:49:00,Success,Desktop
143,34,/dashboard,Write,36.146.131.236,2024-03-02 01:53:00,Success,Desktop
144,13,/api/data,Delete,73.130.119.180,2024-05-03 20:52:00,Success,Desktop
145,21,/hr/payroll,Delete,84.133.7.221,2024-08-17 19:29:00,Success,Mobile
146,87,/hr/payroll,Write,68.182.183.191,2024-11-21 13:42:00,Success,Mobile
147,176,/hr/payroll,Export,115.81.211.158,2024-06-04 04:32:00,Success,Mobile
148,112,hr-db,Logout,65.225.97.16,2024-08-17 16:34:00,Success,Desktop
149,58,/admin/users,Write,22.1.213.116,2024-08-03 15:06:00,Success,Desktop
150,178,email-server,Delete,34.214.166.214,2024-07-28 17:36:00,Success,Desktop
151,52,/settings,Logout,108.41.130.29,2025-01-24 22:27:00,Success,Mobile
152,171,finance-db,Export,49.217.208.207,2024-06-08 22:53:00,Success,Mobile
153,63,/audit-logs,Read,201.39.68.80,2024-05-12 17:53:00,Success,Desktop
154,107,hr-db,Login,179.80.150.243,2024-05-22 18:33:00,Failure,Server
155,25,/admin/users,Delete,106.59.31.9,2025-01-13 05:46:00,Success,Server
156,164,/hr/payroll,Delete,173.2.65.199,2024-03-06 09:41:00,Failure,Server
157,16,/audit-logs,Read,97.92.107.179,2024-08-28 04:06:00,Success,Server
158,89,hr-db,Logout,223.125.182.151,2024-03-13 22:21:00,Success,Server
159,183,/settings,Delete,165.37.231.175,2024-07-06 20:32:00,Success,Desktop
160,37,/dashboard,Login,223.47.51.99,2024-03-14 06:32:00,Success,Desktop
161,171,/dashboard,Delete,83.123.101.61,2025-01-16 01:38:00,Success,Desktop
162,23,/api/data,Logout,102.107.87.180,2024-02-25 21:50:00,Success,Mobile
163,107,/settings,Login,112.48.229.85,2024-10-27 12:15:00,Success,Mobile
164,129,/audit-logs,Logout,197.105.188.135,2024-07-31 10:36:00,Failure,Mobile
165,161,finance-db,Write,3.194.40.53,2024-01-02 02:45:00,Success,Mobile
166,43,email-server,Delete,202.105.3.28,2024-06-29 06:51:00,Success,Server
167,183,email-server,Read,21.108.46.248,2025-01-05 10:44:00,Success,Desktop
168,111,/dashboard,Login,71.36.143.17,2024-05-08 19:08:00,Success,Mobile
169,170,/admin/users,Login,43.228.53.88,2024-10-13 02:01:00,Success,Desktop
170,150,/admin/users,Login,67.118.31.245,2024-04-04 23:43:00,Success,Desktop
171,8,email-server,Delete,11.88.163.108,2024-08-01 20:58:00,Success,Mobile
172,101,/audit-logs,Login,27.234.129.249,2024-03-09 00:21:00,Success,Server
173,162,/api/data,Logout,78.215.52.179,2025-01-10 16:51:00,Success,Desktop
174,181,finance-db,Logout,92.190.178.101,2024-10-13 11:22:00,Success,Desktop
175,196,/hr/payroll,Delete,171.52.213.156,2024-09-13 02:50:00,Success,Desktop
176,142,/api/data,Logout,124.252.67.205,2024-09-22 16:08:00,Success,Mobile
177,82,email-server,Delete,5.148.40.55,2024-08-03 15:39:00,Success,Desktop
178,187,/admin/users,Logout,24.231.226.116,2024-04-27 11:36:00,Success,Server
179,174,hr-db,Login,197.192.44.210,2024-01-30 01:00:00,Success,Server
180,101,/settings,Logout,215.102.227.251,2024-07-02 04:45:00,Success,Desktop
181,165,finance-db,Login,4.196.7.199,2024-08-21 13:22:00,Success,Server
182,187,/api/data,Export,115.87.131.6,2024-04-13 10:30:00,Success,Desktop
183,149,/finance/reports,Write,24.1.178.229,2024-06-12 01:36:00,Success,Server
184,176,/admin/users,Write,153.82.245.250,2024-12-22 11:59:00,Failure,Mobile
185,35,email-server,Login,109.220.36.26,2024-02-18 20:09:00,Success,Mobile
186,1,/finance/reports,Logout,33.254.191.62,2024-10-31 13:40:00,Success,Mobile
187,69,/hr/payroll,Read,31.159.248.123,2024-11-02 22:47:00,Success,Mobile
188,106,email-server,Login,208.124.249.248,2024-10-26 04:51:00,Success,Mobile
189,117,/settings,Logout,78.227.137.161,2024-03-25 03:46:00,Success,Server
190,36,finance-db,Delete,218.77.21.11,2024-09-24 00:54:00,Success,Desktop
191,175,/hr/payroll,Delete,136.84.174.222,2025-01-11 04:55:00,Success,Mobile
192,171,finance-db,Logout,169.161.196.58,2024-11-26 12:59:00,Success,Desktop
193,196,/finance/reports,Login,4.207.22.205,2024-03-11 06:53:00,Success,Server
194,40,/settings,Login,129.193.120.181,2024-05-15 22:53:00,Success,Desktop
195,43,/audit-logs,Delete,139.119.255.55,2024-04-10 23:47:00,Success,Server
196,119,/dashboard,Write,1.118.245.133,2024-06-01 08:07:00,Success,Mobile
197,5,/dashboard,Logout,13.38.245.63,2024-09-29 08:11:00,Success,Server
198,190,/settings,Logout,72.184.213.203,2024-05-02 11:47:00,Success,Desktop
199,21,finance-db,Delete,184.248.123.196,2024-12-01 05:30:00,Success,Desktop
200,66,finance-db,Logout,21.79.160.171,2024-09-24 11:36:00,Success,Desktop
201,75,/dashboard,Write,203.252.127.248,2024-04-27 22:58:00,Success,Desktop
202,20,/finance/reports,Delete,183.3.137.146,2025-01-24 08:30:00,Success,Desktop
203,127,/hr/payroll,Export,27.224.9.159,2024-05-01 18:24:00,Success,Server
204,22,/audit-logs,Export,50.221.202.139,2024-01-09 21:42:00,Success,Server
205,164,/admin/users,Write,79.7.234.94,2024-11-19 13:09:00,Success,Server
206,96,finance-db,Write,112.136.123.92,2024-08-24 03:10:00,Success,Server
207,12,/finance/reports,Write,16.132.49.152,2024-09-11 09:59:00,Success,Desktop
208,9,/hr/payroll,Login,58.161.67.112,2025-01-21 04:01:00,Success,Mobile
209,61,/hr/payroll,Export,159.148.41.9,2024-08-11 14:57:00,Success,Mobile
210,134,/audit-logs,Read,89.179.163.85,2024-09-19 07:59:00,Success,Server
211,97,/dashboard,Export,100.187.161.42,2024-07-29 08:07:00,Success,Mobile
212,64,/admin/users,Read,68.107.240.46,2024-10-29 13:32:00,Success,Desktop
213,135,/hr/payroll,Logout,178.252.77.235,2024-04-22 02:30:00,Success,Desktop
214,111,/dashboard,Delete,198.106.139.187,2024-11-24 07:13:00,Success,Mobile
215,102,/settings,Login,46.24.15.174,2024-08-30 20:46:00,Success,Server
216,88,email-server,Delete,79.172.125.59,2024-06-12 17:31:00,Success,Desktop
217,98,hr-db,Delete,19.166.157.198,2024-12-01 12:24:00,Success,Server
218,100,/settings,Export,171.5.196.211,2024-06-30 00:30:00,Success,Mobile
219,54,/settings,Write,142.190.80.61,2025-01-06 05:14:00,Success,Server
220,69,/finance/reports,Login,18.120.53.201,2024-12-05 02:29:00,Success,Mobile
221,138,/admin/users,Export,194.8.159.151,2024-05-20 19:57:00,Failure,Mobile
222,171,hr-db,Login,182.224.137.153,2024-04-21 10:27:00,Success,Desktop
223,174,/settings,Login,22.194.54.42,2024-03-19 10:49:00,Success,Mobile
224,142,/finance/reports,Write,70.61.207.129,2024-10-29 09:57:00,Success,Desktop
225,171,/audit-logs,Read,162.49.171.109,2024-02-29 08:42:00,Success,Mobile
226,117,/admin/users,Export,208.119.86.165,2024-03-17 06:29:00,Success,Mobile
227,173,/finance/reports,Delete,55.191.150.199,2024-01-21 08:11:00,Success,Server
228,167,hr-db,Logout,8.184.169.195,2025-01-13 09:47:00,Success,Mobile
229,183,email-server,Read,19.22.135.238,2024-10-22 14:17:00,Success,Server
230,159,finance-db,Delete,49.76.157.232,2024-04-27 18:24:00,Success,Mobile
231,130,/api/data,Export,25.141.224.45,2024-02-27 16:08:00,Failure,Desktop
232,28,/settings,Login,91.159.81.191,2024-06-01 16:57:00,Success,Mobile
233,27,/settings,Write,3.233.168.124,2024-10-23 18:27:00,Success,Server
234,72,/admin/users,Write,117.195.82.24,2024-12-27 01:47:00,Success,Server
235,144,/hr/payroll,Read,218.71.212.27,2024-08-28 21:37:00,Success,Desktop
236,168,/hr/payroll,Logout,91.44.163.142,2024-11-10 15:34:00,Success,Desktop
237,161,/audit-logs,Delete,205.19.65.46,2024-02-12 14:36:00,Success,Desktop
238,184,/audit-logs,Logout,129.138.124.68,2025-01-07 21:37:00,Success,Server
239,16,/settings,Read,46.1.135.105,2025-01-19 11:54:00,Success,Mobile
240,128,email-server,Write,60.59.235.221,2024-01-17 11:23:00,Success,Desktop
241,54,email-server,Login,135.168.76.104,2024-10-01 02:49:00,Success,Server
242,98,/hr/payroll,Read,92.209.167.131,2024-12-21 15:27:00,Success,Mobile
243,182,/audit-logs,Login,196.35.6.231,2024-06-22 06:17:00,Success,Server
244,124,finance-db,Write,158.130.5.183,2024-05-08 09:20:00,Success,Desktop
245,162,finance-db,Delete,4.46.122.53,2024-10-12 08:21:00,Success,Mobile
246,86,hr-db,Logout,168.160.167.75,2024-04-19 05:53:00,Success,Server
247,26,/dashboard,Export,148.136.86.87,2024-12-11 00:06:00,Success,Server
248,99,/dashboard,Logout,70.81.93.33,2025-01-02 11:46:00,Success,Mobile
249,20,email-server,Login,154.133.184.146,2024-03-15 19:30:00,Success,Mobile
250,36,/admin/users,Logout,6.26.187.238,2024-10-20 08:22:00,Success,Server
251,74,hr-db,Delete,125.189.226.194,2025-01-18 15:11:00,Success,Mobile
252,37,/dashboard,Read,60.150.180.85,2024-09-23 06:59:00,Success,Desktop
253,189,email-server,Read,198.74.43.44,2024-09-10 05:13:00,Success,Server
254,101,/finance/reports,Export,175.147.254.118,2024-03-12 20:26:00,Failure,Mobile
255,71,hr-db,Read,121.123.205.27,2025-01-29 11:05:00,Success,Desktop
256,121,/hr/payroll,Logout,84.34.79.216,2024-05-25 04:43:00,Success,Server
257,38,/api/data,Delete,122.228.123.27,2024-11-09 04:21:00,Success,Server
258,65,hr-db,Write,219.214.64.138,2025-01-02 06:30:00,Success,Server
259,129,/hr/payroll,Delete,218.109.52.189,2024-08-29 08:57:00,Failure,Server
260,40,finance-db,Delete,49.245.123.243,2024-05-23 06:30:00,Failure,Server
261,95,/audit-logs,Export,75.39.142.165,2024-02-29 17:04:00,Success,Server
262,1,/settings,Read,89.48.15.244,2024-10-28 21:43:00,Success,Server
263,71,email-server,Write,148.56.172.86,2024-11-17 12:40:00,Success,Desktop
264,140,email-server,Logout,143.136.245.228,2024-05-14 17:34:00,Success,Mobile
265,171,/audit-logs,Logout,65.137.209.50,2024-04-02 03:53:00,Failure,Server
266,59,/api/data,Write,80.122.203.207,2024-07-03 21:40:00,Success,Desktop
267,104,/finance/reports,Read,210.130.145.7,2024-04-14 05:52:00,Success,Server
268,191,/audit-logs,Read,34.33.21.1,2024-04-21 15:54:00,Success,Server
269,176,/hr/payroll,Read,35.86.164.148,2024-01-28 19:47:00,Success,Server
270,69,/finance/reports,Logout,62.163.236.105,2024-03-24 18:20:00,Success,Mobile
271,6,/api/data,Read,68.158.72.197,2024-11-18 17:52:00,Success,Server
272,50,/finance/reports,Delete,171.22.74.156,2024-04-04 12:44:00,Success,Server
273,184,/hr/payroll,Delete,201.111.249.150,2025-01-21 18:52:00,Failure,Server
274,42,/finance/reports,Write,48.120.246.9,2024-05-08 09:39:00,Success,Server
275,165,/settings,Write,67.35.52.226,2024-09-04 06:54:00,Success,Server
276,25,/finance/reports,Logout,82.205.150.204,2024-02-26 18:25:00,Success,Mobile
277,48,/admin/users,Login,82.190.176.106,2024-02-07 00:08:00,Success,Mobile
278,29,/settings,Logout,184.39.229.41,2024-03-09 22:39:00,Failure,Server
279,78,/dashboard,Write,168.128.251.145,2025-01-18 15:22:00,Success,Mobile
280,94,/admin/users,Read,152.164.143.97,2024-07-25 02:45:00,Success,Server
281,33,/dashboard,Write,11.96.124.192,2024-02-25 08:05:00,Success,Mobile
282,53,/audit-logs,Export,60.52.192.243,2025-01-23 22:27:00,Success,Mobile
283,12,hr-db,Write,55.31.60.178,2024-08-09 02:19:00,Failure,Server
284,29,/finance/reports,Write,50.13.44.23,2024-08-24 12:58:00,Success,Mobile
285,150,/api/data,Delete,199.72.176.44,2024-02-11 03:01:00,Success,Server
286,180,/audit-logs,Export,220.174.157.160,2024-10-05 06:44:00,Success,Mobile
287,187,/api/data,Delete,52.61.137.46,2024-06-21 04:29:00,Success,Mobile
288,124,/dashboard,Login,17.239.197.41,2024-04-07 01:45:00,Success,Mobile
289,1,/dashboard,Write,76.80.139.176,2024-05-09 23:17:00,Success,Mobile
290,49,/settings,Logout,15.135.56.66,2024-08-14 07:37:00,Success,Server
291,184,/admin/users,Write,133.16.76.210,2024-03-03 21:13:00,Success,Mobile
292,199,/audit-logs,Login,71.44.187.241,2024-11-17 01:27:00,Success,Desktop
293,86,finance-db,Read,105.181.81.139,2024-11-05 13:55:00,Success,Mobile
294,72,email-server,Login,166.37.24.244,2024-01-02 15:54:00,Success,Server
295,169,/hr/payroll,Logout,55.221.7.209,2025-01-25 11:38:00,Success,Desktop
296,14,email-server,Logout,71.133.37.196,2024-06-17 22:16:00,Success,Mobile
297,117,/admin/users,Logout,53.29.25.142,2024-09-09 21:35:00,Success,Server
298,170,/audit-logs,Logout,147.186.201.85,2024-02-27 09:29:00,Success,Desktop
299,133,/audit-logs,Export,117.105.66.162,2024-09-23 18:37:00,Success,Mobile
300,45,/settings,Login,207.131.119.83,2024-04-11 03:41:00,Success,Server
301,195,/settings,Read,210.66.171.2,2024-08-06 03:28:00,Success,Desktop
302,107,finance-db,Delete,184.55.18.188,2024-10-27 06:32:00,Success,Server
303,115,/settings,Delete,91.179.156.158,2025-01-24 16:57:00,Success,Server
304,168,/hr/payroll,Delete,158.201.38.49,2024-03-01 16:35:00,Success,Mobile
305,117,/hr/payroll,Write,201.239.208.65,2024-02-27 16:20:00,Success,Server
306,129,/finance/reports,Read,220.100.151.88,2024-08-04 07:59:00,Success,Server
307,15,/settings,Login,211.63.172.246,2024-07-05 20:30:00,Success,Mobile
308,53,/api/data,Export,142.163.3.28,2024-10-29 05:41:00,Success,Server
309,43,/audit-logs,Delete,181.0.125.96,2024-02-17 02:33:00,Success,Mobile
310,182,/api/data,Delete,135.200.241.246,2024-01-12 22:57:00,Success,Desktop
311,183,/settings,Login,153.186.96.149,2024-12-30 21:46:00,Success,Server
312,170,hr-db,Read,21.48.109.16,2024-01-24 06:55:00,Success,Server
313,198,hr-db,Write,56.12.85.253,2024-11-29 10:41:00,Success,Mobile
314,87,/finance/reports,Delete,80.65.51.15,2024-05-12 22:51:00,Success,Server
315,197,/finance/reports,Read,216.229.229.206,2024-11-11 00:00:00,Success,Mobile
316,62,/hr/payroll,Logout,58.215.200.127,2024-07-06 17:07:00,Success,Desktop
317,195,/hr/payroll,Logout,126.92.42.180,2024-04-16 15:45:00,Success,Server
318,149,/dashboard,Read,116.238.215.81,2024-01-30 11:51:00,Success,Server
319,151,finance-db,Logout,78.150.104.239,2024-12-27 04:08:00,Success,Server
320,147,/settings,Export,96.137.218.27,2024-07-17 14:58:00,Success,Mobile
321,41,/hr/payroll,Login,215.191.28.25,2024-07-04 21:32:00,Success,Server
322,44,email-server,Write,212.16.88.65,2024-06-27 03:14:00,Success,Server
323,171,/api/data,Export,125.29.190.35,2024-09-05 07:09:00,Failure,Server
324,121,/hr/payroll,Delete,181.7.30.31,2024-02-15 22:58:00,Success,Desktop
325,171,/hr/payroll,Write,190.164.81.176,2024-09-16 01:34:00,Success,Mobile
326,192,/api/data,Read,186.99.62.133,2024-06-17 00:56:00,Success,Mobile
327,109,finance-db,Read,192.133.232.133,2024-01-24 15:37:00,Success,Server
328,119,/admin/users,Read,184.132.86.224,2024-08-28 20:07:00,Success,Desktop
329,43,email-server,Export,217.148.43.197,2024-12-12 05:55:00,Success,Mobile
330,106,/hr/payroll,Export,195.57.22.95,2024-06-15 14:35:00,Success,Server
331,18,hr-db,Delete,64.81.93.218,2024-05-26 09:22:00,Success,Mobile
332,84,finance-db,Logout,147.207.112.135,2024-01-27 03:12:00,Success,Desktop
333,94,email-server,Export,48.83.11.107,2024-04-14 14:06:00,Failure,Server
334,72,/admin/users,Logout,215.130.17.151,2025-01-18 01:56:00,Success,Desktop
335,124,email-server,Write,212.243.8.91,2024-02-29 19:05:00,Success,Mobile
336,65,hr-db,Login,146.130.48.191,2024-09-27 04:52:00,Failure,Server
337,138,/hr/payroll,Login,3.250.50.6,2024-12-11 19:10:00,Success,Mobile
